,Portfolio_Value,Daily_Return
2020-01-02,100000.0,0.0
2020-01-03,100000.0,0.0
2020-01-06,100000.0,0.0
2020-01-07,100000.0,0.0
2020-01-08,100000.0,0.0
2020-01-09,100000.0,0.0
2020-01-10,100000.0,0.0
2020-01-13,100000.0,0.0
2020-01-14,100000.0,0.0
2020-01-15,100000.0,0.0
2020-01-16,100000.0,0.0
2020-01-17,100000.0,0.0
2020-01-21,100000.0,0.0
2020-01-22,100000.0,0.0
2020-01-23,100000.0,0.0
2020-01-24,100000.0,0.0
2020-01-27,100000.0,0.0
2020-01-28,100000.0,0.0
2020-01-29,100000.0,0.0
2020-01-30,100000.0,0.0
2020-01-31,100000.0,0.0
2020-02-03,100000.0,0.0
2020-02-04,100000.0,0.0
2020-02-05,100000.0,0.0
2020-02-06,100000.0,0.0
2020-02-07,100000.0,0.0
2020-02-10,100000.0,0.0
2020-02-11,100000.0,0.0
2020-02-12,100000.0,0.0
2020-02-13,100000.0,0.0
2020-02-14,100000.0,0.0
2020-02-18,100000.0,0.0
2020-02-19,100000.0,0.0
2020-02-20,100000.0,0.0
2020-02-21,100000.0,0.0
2020-02-24,100000.0,0.0
2020-02-25,100000.0,0.0
2020-02-26,100000.0,0.0
2020-02-27,100000.0,0.0
2020-02-28,100000.0,0.0
2020-03-02,100000.0,0.0
2020-03-03,100000.0,0.0
2020-03-04,100000.0,0.0
2020-03-05,100000.0,0.0
2020-03-06,100000.0,0.0
2020-03-09,100000.0,0.0
2020-03-10,100000.0,0.0
2020-03-11,100000.0,0.0
2020-03-12,100000.0,0.0
2020-03-13,100000.0,0.0
2020-03-16,100000.0,0.0
2020-03-17,100000.0,0.0
2020-03-18,100000.0,0.0
2020-03-19,100000.0,0.0
2020-03-20,100000.0,0.0
2020-03-23,100000.0,0.0
2020-03-24,100000.0,0.0
2020-03-25,100000.0,0.0
2020-03-26,100000.0,0.0
2020-03-27,100000.0,0.0
2020-03-30,100000.0,0.0
2020-03-31,100000.0,0.0
2020-04-01,100000.0,0.0
2020-04-02,100000.0,0.0
2020-04-03,100000.0,0.0
2020-04-06,100000.0,0.0
2020-04-07,100000.0,0.0
2020-04-08,100000.0,0.0
2020-04-09,100000.0,0.0
2020-04-13,100000.0,0.0
2020-04-14,100000.0,0.0
2020-04-15,100000.0,0.0
2020-04-16,100000.0,0.0
2020-04-17,100000.0,0.0
2020-04-20,100000.0,0.0
2020-04-21,100000.0,0.0
2020-04-22,100000.0,0.0
2020-04-23,100000.0,0.0
2020-04-24,100000.0,0.0
2020-04-27,100000.0,0.0
2020-04-28,100000.0,0.0
2020-04-29,100000.0,0.0
2020-04-30,100000.0,0.0
2020-05-01,100000.0,0.0
2020-05-04,100000.0,0.0
2020-05-05,100000.0,0.0
2020-05-06,100000.0,0.0
2020-05-07,100000.0,0.0
2020-05-08,100000.0,0.0
2020-05-11,100000.0,0.0
2020-05-12,100000.0,0.0
2020-05-13,100000.0,0.0
2020-05-14,100000.0,0.0
2020-05-15,100000.0,0.0
2020-05-18,100000.0,0.0
2020-05-19,100000.0,0.0
2020-05-20,100000.0,0.0
2020-05-21,100000.0,0.0
2020-05-22,100000.0,0.0
2020-05-26,100000.0,0.0
2020-05-27,100000.0,0.0
2020-05-28,100000.0,0.0
2020-05-29,100000.0,0.0
2020-06-01,100000.0,0.0
2020-06-02,100000.0,0.0
2020-06-03,100000.0,0.0
2020-06-04,100000.0,0.0
2020-06-05,100000.0,0.0
2020-06-08,100000.0,0.0
2020-06-09,100000.0,0.0
2020-06-10,100000.0,0.0
2020-06-11,100000.0,0.0
2020-06-12,100000.0,0.0
2020-06-15,100000.0,0.0
2020-06-16,100000.0,0.0
2020-06-17,100000.0,0.0
2020-06-18,100000.0,0.0
2020-06-19,100000.0,0.0
2020-06-22,100000.0,0.0
2020-06-23,100000.0,0.0
2020-06-24,100000.0,0.0
2020-06-25,100000.0,0.0
2020-06-26,100000.0,0.0
2020-06-29,100000.0,0.0
2020-06-30,100000.0,0.0
2020-07-01,100000.0,0.0
2020-07-02,100000.0,0.0
2020-07-06,100000.0,0.0
2020-07-07,100000.0,0.0
2020-07-08,100000.0,0.0
2020-07-09,100000.0,0.0
2020-07-10,100000.0,0.0
2020-07-13,100000.0,0.0
2020-07-14,100000.0,0.0
2020-07-15,100000.0,0.0
2020-07-16,100000.0,0.0
2020-07-17,100000.0,0.0
2020-07-20,100000.0,0.0
2020-07-21,100000.0,0.0
2020-07-22,100000.0,0.0
2020-07-23,100000.0,0.0
2020-07-24,100000.0,0.0
2020-07-27,100000.0,0.0
2020-07-28,100000.0,0.0
2020-07-29,100000.0,0.0
2020-07-30,100000.0,0.0
2020-07-31,100000.0,0.0
2020-08-03,100000.0,0.0
2020-08-04,100000.0,0.0
2020-08-05,100000.0,0.0
2020-08-06,100000.0,0.0
2020-08-07,100000.0,0.0
2020-08-10,100000.0,0.0
2020-08-11,100000.0,0.0
2020-08-12,100000.0,0.0
2020-08-13,100000.0,0.0
2020-08-14,100000.0,0.0
2020-08-17,100000.0,0.0
2020-08-18,100000.0,0.0
2020-08-19,100000.0,0.0
2020-08-20,100000.0,0.0
2020-08-21,100000.0,0.0
2020-08-24,100000.0,0.0
2020-08-25,100000.0,0.0
2020-08-26,100000.0,0.0
2020-08-27,100000.0,0.0
2020-08-28,100000.0,0.0
2020-08-31,100000.0,0.0
2020-09-01,100000.0,0.0
2020-09-02,100000.0,0.0
2020-09-03,100000.0,0.0
2020-09-04,100000.0,0.0
2020-09-08,100000.0,0.0
2020-09-09,100000.0,0.0
2020-09-10,100000.0,0.0
2020-09-11,100000.0,0.0
2020-09-14,100000.0,0.0
2020-09-15,100000.0,0.0
2020-09-16,100000.0,0.0
2020-09-17,100000.0,0.0
2020-09-18,100000.0,0.0
2020-09-21,100000.0,0.0
2020-09-22,100000.0,0.0
2020-09-23,100000.0,0.0
2020-09-24,100000.0,0.0
2020-09-25,100000.0,0.0
2020-09-28,100000.0,0.0
2020-09-29,100000.0,0.0
2020-09-30,100000.0,0.0
2020-10-01,100000.0,0.0
2020-10-02,100000.0,0.0
2020-10-05,100000.0,0.0
2020-10-06,100000.0,0.0
2020-10-07,100000.0,0.0
2020-10-08,100000.0,0.0
2020-10-09,100000.0,0.0
2020-10-12,100000.0,0.0
2020-10-13,100000.0,0.0
2020-10-14,100000.0,0.0
2020-10-15,100000.0,0.0
2020-10-16,100000.0,0.0
2020-10-19,100000.0,0.0
2020-10-20,100000.0,0.0
2020-10-21,100000.0,0.0
2020-10-22,100000.0,0.0
2020-10-23,100000.0,0.0
2020-10-26,100000.0,0.0
2020-10-27,100000.0,0.0
2020-10-28,100000.0,0.0
2020-10-29,100000.0,0.0
2020-10-30,100000.0,0.0
2020-11-02,100000.0,0.0
2020-11-03,100000.0,0.0
2020-11-04,100000.0,0.0
2020-11-05,100000.0,0.0
2020-11-06,100000.0,0.0
2020-11-09,100000.0,0.0
2020-11-10,100000.0,0.0
2020-11-11,100000.0,0.0
2020-11-12,100000.0,0.0
2020-11-13,100000.0,0.0
2020-11-16,100000.0,0.0
2020-11-17,100000.0,0.0
2020-11-18,100000.0,0.0
2020-11-19,100000.0,0.0
2020-11-20,100000.0,0.0
2020-11-23,100000.0,0.0
2020-11-24,100000.0,0.0
2020-11-25,100000.0,0.0
2020-11-27,100000.0,0.0
2020-11-30,100000.0,0.0
2020-12-01,100000.0,0.0
2020-12-02,100000.0,0.0
2020-12-03,100000.0,0.0
2020-12-04,100000.0,0.0
2020-12-07,100000.0,0.0
2020-12-08,100000.0,0.0
2020-12-09,100000.0,0.0
2020-12-10,100000.0,0.0
2020-12-11,100000.0,0.0
2020-12-14,100000.0,0.0
2020-12-15,100000.0,0.0
2020-12-16,100000.0,0.0
2020-12-17,100000.0,0.0
2020-12-18,100000.0,0.0
2020-12-21,100000.0,0.0
2020-12-22,100000.0,0.0
2020-12-23,100000.0,0.0
2020-12-24,100000.0,0.0
2020-12-28,100000.0,0.0
2020-12-29,100000.0,0.0
2020-12-30,100000.0,0.0
2020-12-31,100000.0,0.0
2021-01-04,98290.47384805165,-0.017095261519483533
2021-01-05,99280.77087552098,0.01007520860058344
2021-01-06,96608.56106250192,-0.026915683565445825
2021-01-07,100326.47960077197,0.03848435891581823
2021-01-08,100888.25246271849,0.005599447565408156
2021-01-11,100286.61703390043,-0.005963384379567758
2021-01-12,99769.1227267344,-0.005160153193632101
2021-01-13,100486.94342306997,0.007194818163347572
2021-01-14,99232.64361092469,-0.012482216787751545
2021-01-15,98102.44170958851,-0.011389416428000398
2021-01-19,100047.73074902977,0.0198291602690162
2021-01-20,103144.27147699615,0.03095063431007814
2021-01-21,104998.24776538202,0.017974592886618623
2021-01-22,105205.30886790935,0.0019720434096194726
2021-01-25,106038.97572097796,0.00792418996759301
2021-01-26,106105.75348678824,0.0006297473674771181
2021-01-27,103310.35293163062,-0.026345419200153694
2021-01-28,104051.84289958606,0.0071773055353527414
2021-01-29,102221.08036620554,-0.01759471511857114
2021-02-01,105097.88525876426,0.028142970923929013
2021-02-02,106891.46274461139,0.017065780928237517
2021-02-03,107682.16394119474,0.0073972343186332395
2021-02-04,108633.80573731574,0.00883750624328732
2021-02-05,108740.39715490096,0.0009811993316607426
2021-02-08,110264.85450437346,0.01401923654279924
2021-02-09,110082.7106735355,-0.0016518756738644002
2021-02-10,110858.6175934773,0.0070483994734001024
2021-02-11,111843.4340284208,0.008883535230024654
2021-02-12,111905.69484399389,0.0005566783254997484
2021-02-16,112681.09524696032,0.006929052217114018
2021-02-17,111405.06657932383,-0.01132424800131613
2021-02-18,110658.4053119418,-0.006702220018426042
2021-02-19,110316.11159692684,-0.0030932464104289625
2021-02-22,107733.90486556722,-0.023407339997574543
2021-02-23,107706.56645533847,-0.00025375864972925237
2021-02-24,108695.11263527829,0.009178142173436887
2021-02-25,103581.03604228672,-0.04704973819891632
2021-02-26,105136.37301091276,0.01501565371475042
2021-03-01,108437.48409815526,0.0313983733003596
2021-03-02,106362.08754518202,-0.019139106465201984
2021-03-03,103273.19868621344,-0.02904125831167466
2021-03-04,101788.87810088479,-0.014372756961257751
2021-03-05,103614.89847689366,0.017939291699423834
2021-03-08,98388.94668270495,-0.05043629700948958
2021-03-09,102939.63512977073,0.04625202932338848
2021-03-10,102279.32093610974,-0.006414576784040116
2021-03-11,105571.17180559266,0.032184911273895
2021-03-12,104138.96213415665,-0.013566295106332494
2021-03-15,106556.56736857891,0.023215184642495057
2021-03-16,108061.14581015932,0.014119997281594942
2021-03-17,108596.26487044852,0.004952002463765238
2021-03-18,104932.2314627597,-0.03373995792636045
2021-03-19,106599.16901369362,0.015885848682494853
2021-03-22,108096.55951923034,0.014046924749895374
2021-03-23,107146.8511400336,-0.008785741039499029
2021-03-24,104985.17504890084,-0.020174891451617216
2021-03-25,104843.31117038638,-0.001351275343860503
2021-03-26,106625.63500714836,0.016999881221467894
2021-03-29,107231.13883300297,0.005678782835047302
2021-03-30,105893.45200331075,-0.012474798311854919
2021-03-31,108069.40968100398,0.020548557408679047
2021-04-01,110851.28355352205,0.025741547776836394
2021-04-05,113782.84374138551,0.026445884015840273
2021-04-06,113209.08950627253,-0.005042537312717088
2021-04-07,114398.3673152579,0.01050514419091293
2021-04-08,115685.52843732244,0.011251568988894789
2021-04-09,116715.2645219345,0.008901165932521592
2021-04-12,117387.12618105294,0.005756416368247686
2021-04-13,119085.98319096939,0.01447225999294157
2021-04-14,117273.70793299552,-0.015218207965480414
2021-04-15,119978.14077741078,0.023060862422465876
2021-04-16,119611.2162836798,-0.003058261207862234
2021-04-19,117955.5572223409,-0.013842005062570429
2021-04-20,116963.78257228404,-0.008408036665770792
2021-04-21,117656.92078027377,0.005926092613851375
2021-04-22,115786.05325290037,-0.01590104105195198
2021-04-23,118257.42888979011,0.021344329195605072
2021-04-26,119086.78168041442,0.007013113665757188
2021-04-27,118445.57204830281,-0.005384389627997232
2021-04-28,117811.55921458839,-0.005352777843445877
2021-04-29,118378.81039431486,0.004814902574145875
2021-04-30,116601.75027315249,-0.01501164030321851
2021-05-03,115698.03622896198,-0.007750432922949014
2021-05-04,112951.4544209868,-0.0237392258114026
2021-05-05,112723.29518181492,-0.002019976106916577
2021-05-06,113937.22722018474,0.010769131938627342
2021-05-07,114485.96425422726,0.004816134703559972
2021-05-10,110820.2503913992,-0.03201889320413101
2021-05-11,110781.8828709041,-0.00034621398489531597
2021-05-12,107917.37527984192,-0.025857184557878023
2021-05-13,108698.86582314785,0.007241563661824113
2021-05-14,111713.64541285158,0.02773515221960783
2021-05-17,111783.84531320185,0.0006283914564852999
2021-05-18,110387.43027624449,-0.012492100562874732
2021-05-19,110781.28869122299,0.003567964341527619
2021-05-20,112917.39945518564,0.019282234294245804
2021-05-21,112565.70142878046,-0.0031146486555842616
2021-05-24,115346.07657518303,0.02470002062006156
2021-05-25,115704.99889845074,0.003111699451985794
2021-05-26,115978.1569793568,0.0023608148611262703
2021-05-27,115317.38630685296,-0.005697371726828359
2021-05-28,115934.75399767919,0.005353639295842672
2021-06-01,116137.66894737048,0.0017502512637007862
2021-06-02,117025.95270004417,0.007648541259048481
2021-06-03,116220.29218485333,-0.006884460212478415
2021-06-04,118398.66137656703,0.01874344962279837
2021-06-07,118927.73645664177,0.004468590049274512
2021-06-08,119116.20528884199,0.0015847340394722791
2021-06-09,119034.02805197235,-0.0006898913264603566
2021-06-10,119859.70253579563,0.0069364575603773505
2021-06-11,120490.81287735864,0.005265408875635447
2021-06-14,122197.74230330014,0.01416646950235858
2021-06-15,121516.53458920495,-0.005574634205633711
2021-06-16,121333.88873278948,-0.0015030535312162477
2021-06-17,123912.5595030249,0.02125268378988792
2021-06-18,122784.46863993138,-0.0091039267336414
2021-06-21,123163.96687291618,0.0030907674007018666
2021-06-22,125062.5329403125,0.015414947371379653
2021-06-23,125297.99636531173,0.0018827655210822635
2021-06-24,125314.17088611345,0.00012908842336591987
2021-06-25,124553.6167260634,-0.006069179205129527
2021-06-28,127472.53763262121,0.023435055386448814
2021-06-29,127526.80985314371,0.0004257561787851086
2021-06-30,127213.62211253306,-0.0024558580346462524
2021-07-01,128047.27919688217,0.006553206099356635
2021-07-02,130090.25535919743,0.01595485804250498
2021-07-06,132015.62067878054,0.01480022707517108
2021-07-07,132110.6107642358,0.0007195367106323622
2021-07-08,130844.58435434292,-0.009583078925827172
2021-07-09,131755.9391959211,0.00696517051947787
2021-07-12,132759.01981809505,0.007613171962459919
2021-07-13,132330.6756545705,-0.0032264788043136596
2021-07-14,132316.5964787797,-0.000106393893336886
2021-07-15,130171.96444185705,-0.01620833738167229
2021-07-16,128030.81010279708,-0.01644865964987685
2021-07-19,127243.41250057476,-0.0061500634229378695
2021-07-20,128535.31833726841,0.010153027267229487
2021-07-21,130208.6942270871,0.013018802236346105
2021-07-22,131641.24886031533,0.011001989089375597
2021-07-23,134379.3617119363,0.02079980914285007
2021-07-26,134811.88378128174,0.0032186644127139897
2021-07-27,132988.74113559898,-0.013523604852526395
2021-07-28,134342.96552697523,0.010183000303728207
2021-07-29,133320.02622291102,-0.007614386805081975
2021-07-30,130765.44149928688,-0.019161297788472465
2021-08-02,130777.24975081484,9.030101066909157e-05
2021-08-03,131405.56349292968,0.0048044575284464045
2021-08-04,132472.64531751297,0.008120522420960508
2021-08-05,133479.5150518691,0.007600586007343724
2021-08-06,132818.2809461289,-0.0049538246035972355
2021-08-09,132766.55287257297,-0.0003894650133057009
2021-08-10,132019.4092283457,-0.0056274990052982195
2021-08-11,131635.84136491903,-0.0029053899397718523
2021-08-12,132870.22687950233,0.00937727522978582
2021-08-13,133531.96849488592,0.004980360393180883
2021-08-16,134049.1021272083,0.003872732785648703
2021-08-17,131791.31410428742,-0.01684299250865782
2021-08-18,129563.23857176283,-0.0169060878379397
2021-08-19,130927.14540536788,0.010526958484829785
2021-08-20,133281.26228442485,0.017980357486358668
2021-08-23,136227.32218268173,0.02210408160728483
2021-08-24,136347.92693162078,0.0008853198242956941
2021-08-25,137128.66216963503,0.005726051400882715
2021-08-26,136508.45800629875,-0.004522790155781254
2021-08-27,139093.5911611594,0.018937530997100185
2021-08-30,140881.9118271834,0.01285695948386283
2021-08-31,140104.34917218014,-0.005519251158069527
2021-09-01,140237.04524277596,0.0009471231362899512
2021-09-02,139440.5977161153,-0.0056792948345558035
2021-09-03,140092.105493095,0.004672296215382721
2021-09-07,141750.09153574164,0.011834971262733585
2021-09-08,140916.0144342791,-0.005884138009549456
2021-09-09,140715.99354389528,-0.001419433349621846
2021-09-10,138885.93920430602,-0.013005304468240018
2021-09-13,139420.43657982643,0.003848462836357736
2021-09-14,139415.36487604605,-3.637704704431157e-05
2021-09-15,140624.07147735253,0.008669823461575544
2021-09-16,140265.800931282,-0.002547718483092143
2021-09-17,138593.01958603854,-0.011925796125193488
2021-09-20,135223.31651705358,-0.024313656481761314
2021-09-21,135840.9621626599,0.004567597227423415
2021-09-22,136451.90838153858,0.004497510980135089
2021-09-23,137299.31079369175,0.006210264277020806
2021-09-24,138855.82871158732,0.01133667684781341
2021-09-27,138993.139161259,0.0009888706217501485
2021-09-28,135035.71045018232,-0.02847211549402664
2021-09-29,134880.31798405005,-0.0011507509059213382
2021-09-30,134023.54960593616,-0.00635206374747137
2021-10-01,135269.61525262712,0.00929736341377856
2021-10-04,130758.95680618683,-0.033345688446117565
2021-10-05,133604.42835653128,0.021761198007736172
2021-10-06,134640.75601978062,0.0077566864811085
2021-10-07,135624.57986801077,0.007307028550000339
2021-10-08,135355.52610085267,-0.001983812723474898
2021-10-11,134587.66545058406,-0.0056729168907113
2021-10-12,133308.8309525035,-0.00950186998042628
2021-10-13,133811.42467181513,0.003770145726434882
2021-10-14,137102.09333422722,0.024591836388281066
2021-10-15,137493.2006062153,0.002852671775292759
2021-10-18,139446.78482260174,0.014208587826692255
2021-10-19,140818.6148499492,0.00983765978608
2021-10-20,140398.61120213152,-0.0029825861322754442
2021-10-21,141564.46705894862,0.008303898783860576
2021-10-22,139234.4812263433,-0.016458832368118806
2021-10-25,140449.93070687982,0.008729514914920022
2021-10-26,142373.69472182525,0.013697151755527283
2021-10-27,142492.24369831086,0.0008326606731478238
2021-10-28,144484.69772548057,0.01398289461557094
2021-10-29,145841.56974426372,0.009391112277932722
2021-11-01,145457.60471309524,-0.002632754377519198
2021-11-02,147532.59471755518,0.014265256248050528
2021-11-03,148646.60191655098,0.007550922568185747
2021-11-04,153021.01399621676,0.029428268277007598
2021-11-05,153740.9699660322,0.004704948366328465
2021-11-08,154781.18238618237,0.006766006617364218
2021-11-09,154526.9997500615,-0.0016422063212223614
2021-11-10,151125.17786489322,-0.022014417484779503
2021-11-11,152557.95384092673,0.009480723174495755
2021-11-12,154428.18093217185,0.012259125428460173
2021-11-15,154092.5657036418,-0.0021732770955675386
2021-11-16,154840.0067305442,0.004850597583922011
2021-11-17,154489.00940795912,-0.0022668387195041717
2021-11-18,158769.9520420132,0.027710337780400884
2021-11-19,160263.7962226259,0.009408859556860105
2021-11-22,157616.24141708252,-0.016519980606634267
2021-11-23,157278.79166258787,-0.0021409580095347546
2021-11-24,158600.51458845564,0.008403694559806319
2021-11-26,154142.4248622838,-0.028108923465601145
2021-11-29,159026.49072130217,0.03168540953849641
2021-11-30,157398.34125631212,-0.01023822796821585
2021-12-01,155754.21598235547,-0.010445632786430206
2021-12-02,155504.82677357824,-0.0016011714816468459
2021-12-03,152641.2597059859,-0.01841465070252657
2021-12-06,154042.21050732958,0.00917806105663801
2021-12-07,159535.4414504881,0.03566055644791706
2021-12-08,160888.47298849848,0.00848107182773108
2021-12-09,158251.8148030556,-0.016388111195706268
2021-12-10,163148.47029693844,0.030942175923712158
2021-12-13,159553.60374268904,-0.022034325836500647
2021-12-14,157230.31993642697,-0.014561149054388302
2021-12-15,161134.26962056378,0.02482949653549849
2021-12-16,155904.4603088472,-0.032456220045752215
2021-12-17,155916.43662100477,7.681827789822763e-05
2021-12-20,154666.04040649458,-0.008019656179993518
2021-12-21,157960.28275978932,0.021299066974474725
2021-12-22,162468.38309916295,0.028539454732612147
2021-12-23,165191.71835324503,0.016762247534770583
2021-12-27,168244.71791652046,0.01848155339571509
2021-12-28,167223.53587207056,-0.006069623207764496
2021-12-29,167412.07891463896,0.0011274910650892701
2021-12-30,165967.1144801807,-0.008631183865741486
2021-12-31,164846.07436175173,-0.00675459184754843
2022-01-03,170855.82788124742,0.036456758480686836
2022-01-04,168301.91549849592,-0.014947762768306517
2022-01-05,160724.14754915945,-0.045024846727927906
2022-01-06,159859.23998086818,-0.0053813168803818374
2022-01-07,156634.2500889384,-0.020173934846154176
2022-01-10,158243.84357206253,0.010276127234051203
2022-01-11,159733.2821371763,0.00941230022914277
2022-01-12,161664.4193498185,0.012089761049195458
2022-01-13,155282.8556874586,-0.039474138391275206
2022-01-14,156571.4640861228,0.008298458918464525
2022-01-18,152444.9214111933,-0.026355649792350923
2022-01-19,148861.63075284477,-0.023505477422125765
2022-01-20,146226.52899451362,-0.017701685417555346
2022-01-21,141953.99163578567,-0.029218619823002515
2022-01-24,141938.5094085364,-0.00010906510673540631
2022-01-25,138758.69517031117,-0.022402759134752582
2022-01-26,141570.77741252483,0.020265989376465045
2022-01-27,136383.8237940384,-0.036638589638962604
2022-01-28,141782.09396899576,0.03958145493199839
2022-01-31,149314.62728038782,0.05312753606981753
2022-02-01,150161.7925234897,0.005673692246581253
2022-02-02,153086.54454753714,0.01947733824228237
2022-02-03,148352.76513941048,-0.030922243506885928
2022-02-04,150351.69726408325,0.013474181777429851
2022-02-07,149222.02673576944,-0.007513520291889942
2022-02-08,151395.85189126636,0.014567723030234393
2022-02-09,154938.60707676635,0.02340060933799162
2022-02-10,150609.20051382686,-0.027942722892780682
2022-02-11,144473.26948938632,-0.04074074494457729
2022-02-14,145955.1622438429,0.010257210622380608
2022-02-15,152320.32326036223,0.04361038635882739
2022-02-16,152298.99146305138,-0.0001400456410164397
2022-02-17,145718.43181826867,-0.04320816297972145
2022-02-18,143353.10418283442,-0.01623217877052188
2022-02-22,141096.14294853737,-0.015744069493036573
2022-02-23,136098.03874336416,-0.03542339358628819
2022-02-24,141317.3261422216,0.03834946812642386
2022-02-25,143258.7582605801,0.013738103963307682
2022-02-28,145818.16093174112,0.017865593016697837
2022-03-01,143115.23506675754,-0.018536277290239836
2022-03-02,146024.47469636425,0.020327952004897745
2022-03-03,143505.09454689684,-0.017253136193135378
2022-03-04,142436.36778784546,-0.0074473088389354295
2022-03-07,136245.1028219611,-0.04346688322680392
2022-03-08,137212.148157133,0.007097835556229982
2022-03-09,143604.12511845326,0.04658462860008768
2022-03-10,141027.77433089638,-0.01794064610213504
2022-03-11,137194.51856626582,-0.027180856982373647
2022-03-14,133204.5542230964,-0.029082534673148877
2022-03-15,139139.94476055965,0.04455846552755541
2022-03-16,144676.23625663092,0.03978937540616738
2022-03-17,146171.3736868476,0.010334367750378482
2022-03-18,150782.52796798164,0.03154621978864909
2022-03-21,151630.61219929272,0.005624552411610773
2022-03-22,155766.6587671488,0.027277121076448217
2022-03-23,154174.4451769516,-0.01022178688815143
2022-03-24,160483.9499971708,0.04092445290124158
2022-03-25,160125.67356509966,-0.0022324751607712082
2022-03-28,163624.53555187132,0.021850724551982448
2022-03-29,165676.26741454855,0.012539267755640494
2022-03-30,163502.74349454153,-0.01311910241536596
2022-03-31,161219.96320692988,-0.013961724670924781
2022-04-01,160808.26520080166,-0.0025536416082653445
2022-04-04,165206.24917654233,0.027349240850579905
2022-04-05,159662.44649200072,-0.03355685824340349
2022-04-06,154316.65130575915,-0.03348185690308463
2022-04-07,154364.85636378653,0.0003123775536825633
2022-04-08,150268.04457199265,-0.026539795963266787
2022-04-11,145152.5074086124,-0.03404274793054501
2022-04-12,145240.88899280675,0.0006088877537991258
2022-04-13,148568.9263968986,0.02291391513209953
2022-04-14,143666.07302625873,-0.033000530390466846
2022-04-18,145748.14301628264,0.014492426403576644
2022-04-19,148492.68549780524,0.01883072006767166
2022-04-20,145588.05497360704,-0.0195607649929741
2022-04-21,143650.70866291324,-0.013307041645999006
2022-04-22,140321.99955457734,-0.023172242861307233
2022-04-25,141722.39326071047,0.009979858543766219
2022-04-26,133264.53718261074,-0.05967903789587266
2022-04-27,131847.47805687095,-0.010633429985938282
